"cnpj_base","ordem","dv","matriz_filial","nome_fantasia","situacao_cadastral","data_situacao_cadastral","motivo_situacao_cadastral","nome_cidade_exterior","pais","data_inicio_atividade","cnae_principal","cnae_secundaria","tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","municipio","ddd1","telefone1","ddd2","telefone2","ddd_fax","fax","correio_eletronico","situacao_especial","data_situacao_especial"
"08174627","0001","70","1","MEDLYNX INFORMATICA MEDICA","02","2006-07-25","00","","","2006-07-25","6202300","6201501,6203100,6204000,6209100,9511800","RUA","RIACHUELO","878","","SAO JOSE","49015160","SE","3105","79","30454948","","","79","32111776","FINANCEIRO@MEDLYNX.COM.BR","",NULL
"10808175","0001","83","1","NOVO CONCEITO TERCEIRIZACAO","02","2009-04-17","00","","","2009-04-17","4213800","4313400,4321500,4322301,4330404,4391600,4923002,6202300,6203100,6204000,6209100,6311900,6399200,7020400,7112000,7119703,7711000,7810800,7820500,7830200,8111700,8121400,8129000,8130300,8219901,8219999,8299799,8599603,9700500","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","32234745","","","","","COMERCIAL@NCGRUPOEMPRESARIAL.COM.BR","",NULL
"10849717","0001","66","1","SAB AUTOMACAO COMERCIAL","02","2009-05-04","00","","","2009-05-04","4751201","4752100,4789007,7733100,9511800,4651601,4651602,4652400,4669999,6202300,6203100,6209100,4665600","RUA","URQUIZA LEAL","795","","GRAGERU","49025000","SE","3105","79","33027774","","","79","33027778","wagnerconta@ig.com.br","",NULL
"14635141","0001","95","1","ADX GOVERNANCA E GESTAO","02","2011-11-10","00","","","2011-11-10","7020400","6202300,6203100,8599604,6204000,8599603,6209100","AVENIDA","MINISTRO GERALDO BARRETO SOBRAL","2100","SALA  1506","GRAGERU","49027255","SE","3105","79","98237374","","","","","ADGENISON@ADXTI.COM.BR","",NULL
"15617753","0001","18","1","CONSERTRE","02","2022-12-02","00","","","2012-05-29","4399101","3329501,4120400,4222701,4321500,4322302,4330404,4330499,4742300,4754701,4754703,6201501,6203100,6204000,6209100,7020400,8121400,8220200,9102302","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","88185542","","","","","LCMGMED@GMAIL.COM","",NULL
"19749645","0001","50","1","ORIENTACAO CONSULTORIA & SERVICOS","02","2019-08-19","00","","","2014-02-18","4120400","1813001,1813099,3317101,4211101,4211102,4212000,4213800,4221901,4221902,4221904,4222701,4223500,4291000,4292801,4292802,4299501,4311801,4311802,4312600,4313400,4321500,4322301,4322302,4330401,4330402,4330404,4391600,4399102,4399103,4399104,4399105,6202300,6203100,6204000,6209100,7112000,7311400,7312200,7319003,7820500,8121400,8130300,9511800","RUA","MARUIM","1484","","CIRURGIA","49055440","SE","3105","79","98411759","","","","","","",NULL
"24546809","0001","81","1","SPACE NET","02","2016-04-07","00","","","2016-04-07","6110803","4751201,4752100,6110802,6141800,6190602,6190699,6201501,6202300,6203100,6209100,6311900,6399200,7490104,7733100,7739099,8020001,9511800","RUA","SGT BRASILIANO","254","SALA  A","SANTOS DUMONT","49087580","SE","3105","79","99440978","","","","","WENDELLDSOINFO@GMAIL.COM","",NULL
"21300735","0001","00","1","SINAPSE DIGITAL","02","2014-10-22","00","","","2014-10-22","8599604","4754703,4761001,4763601,5811500,6202300,6203100,6204000,6630400,7020400,7319004,8291100","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","81548844","79","30247399","","","KESSIAGUSMAO@HOTMAIL.COM","",NULL
"15260554","0001","03","1","TCR SERVICOS","02","2012-03-26","00","","","2012-03-26","7731400","4313400,4321500,5911102,6201501,6202300,6203100,6204000,6209100,6311900,6319400,7020400,7319004,7320300,7732201,7739003,7739099,9511800","RUA","PROF OSCAR VASCONCELOS","62","CASA  A","JABOTIANA","49095600","SE","3105","79","91630006","","","79","32143459","TCR@TCRSERVICO.COM.BR","",NULL
"15441284","0001","29","1","SCIREJUS APLICATIVOS JURIDICOS","02","2012-04-27","00","","","2012-04-27","8599604","4761001,5811500,6202300,6203100,6209100,6319400,6463800,7020400,7319002,7319003,7319004,8219999","RUA","LOURIVAL ANDRADE","344","","INACIO BARBOSA","49040000","SE","3105","79","32461793","79","99810458","79","32461793","LUIZMARIO1951@GMAIL.COM","",NULL
"25174463","0001","09","1","AGIL ENGENHARIA","02","2016-07-09","00","","","2016-07-09","7112000","3312102,3319800,3329599,4321500,4742300,4744099,4751201,4753900,4755503,4761003,4789005,4789007,4789099,4923002,6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,7319003,7319004,7319099,7320300,7490199,7719599,7739099,7740300,7810800,8111700,8219999,8230001,8299799,8599603,8599604,9001902,9001903,9001999,9319101,9511800","RUA","CEDRO","302","","TREZE DE JULHO","49020170","SE","3105","71","32408875","82","88394035","71","34820092","AGILCOMERCIOESERVICOS2016@GMAIL.COM","",NULL
"23745408","0001","98","1","REDWIRE","02","2015-11-26","00","","","2015-11-26","6201501","5911102,5911199,5912099,6201502,6203100,6204000,6209100,7311400,7319003,7319004,7319099,7410299,7420001,7420002,7420004","RUA","LOURIVAL CHAGAS","45","","GRAGERU","49025390","SE","3105","79","98164750","","","","","ROGER@REDWIRE.CO","",NULL
"19534110","0001","61","1","ASS SOFTWARE","02","2014-01-16","00","","","2014-01-16","6201501","4751201,6202300,6203100,6209100,6311900,6821801,6821802,6822600,7020400,8211300,8599603,8599604","RUA","ANTONIO TEIXEIRA GONCALVES","84","LOJA  01","FAROLANDIA","49031070","SE","3105","79","99292920","","","","","ASSOFTWERES.SE@GMAIL.COM","",NULL
"26304554","0001","76","1","SMART FIT","02","2016-10-05","00","","","2016-10-05","9313100","8592901,8650002,9319101,7020400,7740300,6203100","AVENIDA","DEPUTADO PEDRO VALADARES","890","","JARDINS","49025090","SE","3105","61","82178822","","","","","ICARO.LUCENA@SMARTFIT.COM.BR","",NULL
"27915972","0001","62","1","MEGA AJU NET","02","2023-12-04","00","","","2017-06-07","6110803","4759801,5211702,6201501,6202300,6203100,6204000,6209100,6311900,7733100,8219999,8599604","RUA","ACRE","1838","","AMERICA","49080010","SE","3105","79","96546258","","","","","NEWTONUC@GMAIL.COM","",NULL
"31020406","0001","60","1","VISION DEVELOPMENT","02","2018-07-25","00","","","2018-07-25","6201501","6202300,6203100,6209100,6319400","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","30484588","","","","","ADMIN@VISIONDEVELOPMENT.CO","",NULL
"37070566","0001","08","1","79TEAM","02","2020-05-05","00","","","2020-05-05","9511800","6190699,6201501,6202300,6203100,6204000,8599603","RUA","JOVENTINA ALVES","774","","GRAGERU","49025360","SE","3105","79","33001017","","","","","DIDI.UFS@GMAIL.COM","",NULL
"32997214","0001","70","1","ADX TRANSFORMACAO DIGITAL","02","2019-03-12","00","","","2019-03-12","6202300","6203100,6204000,6209100,8599603,8599604","AVENIDA","GONCALO PRADO ROLEMBERG","43","","SAO JOSE","49015230","SE","3105","79","33031272","","","","","ADGENISON@ADXTI.COM.BR","",NULL
"35237566","0001","16","1","SOLUCOES RODRIGO RODRIGUES","02","2019-10-18","00","","","2019-10-18","6202300","6201501,6203100,6209100,8599603","RUA","DR CELSO OLIVA","321","APT   201                 EDIF  SAINT MICHEL","TREZE DE JULHO","49020090","SE","3105","79","88448655","","","","","RODRIIGOVIEIRA@GMAIL.COM","",NULL
"40107098","0001","03","1","","02","2020-12-14","00","","","2020-12-14","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400,8599603","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","96003937","","","","","IGOR_GONCALVES@LIVE.COM","",NULL
"43682229","0001","66","1","DIAMOND TREE","02","2021-09-28","00","","","2021-09-28","8211300","4761001,4789099,6201501,6202300,6203100,6204000,6209100,7020400,7319002,8219999,8291100,8599604","RUA","RIBEIROPOLIS","298","","SUICA","49052360","SE","3105","17","97781006","","","","","DIAMONDTREE.BR@GMAIL.COM","",NULL
"31634820","0001","69","1","SPRINT","02","2018-09-28","00","","","2018-09-28","6110803","3314710,3329599,4751201,6190601,6190602,6190699,6203100,6204000,6209100,8291100,8299799","RUA","MARIA VASCONCELOS DE ANDRADE (RES ARUANDA PR MAR)","600","SALA 05 - GALERIA LUA BELLA","ARUANA","49000626","SE","3105","71","99052480","","","","","CONTATO@NETXBR.COM.BR","",NULL
"38285663","0001","72","1","L&B CONSULTORIA EM SAUDE","02","2025-01-20","00","","","2020-08-31","7020400","4322302,4923002,6201501,6202300,6203100,6209100,6311900,7319002,7319003,7319004,7319099,7490101,7490102,7490103,7490105,7490199,7711000,7733100,8219999,8599603,8599604,9511800,9529105","RUA","JOAO PESSOA","320","SALA  310                 EDIF  CIDADE DE AJU","CENTRO","49010130","SE","3105","79","99376549","","","","","IBCONSULTORIASE@GMAIL.COM","",NULL
"28483197","0001","86","1","MM SOLUCAO COMERCIO E REPRESENTACOES","02","2024-06-23","00","","","2017-08-23","7319002","4613300,4617600,4618401,4618499,4619200,6202300,6203100","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","91622629","","","","","MARCIOMAJEWSKY@GMAIL.COM","",NULL
"44043623","0001","17","1","VITAL SOLUTIONS","02","2021-10-27","00","","","2021-10-27","6203100","6201501,6204000,6209100","RUA","FRANCISCO CARDOSO DE OLIVEIRA","103","LOJA  01","BUGIO","49090070","SE","3105","79","88110064","","","","","VITALSOLUTIONSLTDA@GMAIL.COM","",NULL
"45825235","0001","50","1","ITALO CEDRO INFORMATICA","02","2022-03-29","00","","105","2022-03-29","6202300","6201501,6203100,6204000,6209100","RUA","ENG JOAO CARVALHO DE ARAGAO","684","APT   705                 EDIF  BLU MARE","ATALAIA","49037620","SE","3105","79","98051450","0000","00000000","","","ITALO.CEDRO.SALES@GMAIL.COM","",NULL
"49151234","0001","29","1","TO TEC","02","2023-01-11","00","","","2023-01-11","7311400","4761001,5811500,6201501,6202300,6203100,6204000,6209100,7319003,7319099,8599604,9511800","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","96508340","","","","","TASSIODOLIVEIRA@GMAIL.COM","",NULL
"49167019","0001","16","1","ONEDECK SISTEMAS","02","2023-01-12","00","","105","2023-01-12","6209100","6201501,6202300,6203100","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","79","31420077","","","","","CONTATO@INOVVECONTABILIDADE.COM.BR","",NULL
"49305802","0001","07","1","WAKANDA","02","2023-01-24","00","","105","2023-01-24","8599604","5912099,6201501,6201502,6202300,6203100,6204000,6209100,6319400,6399200,7020400,7311400,7319002,7319003,7319004,7490104,8230001,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","0000","00000000","","","VINIREIS.DEV@GMAIL.COM","",NULL
"49523607","0001","45","1","DAVID DORIA CONSULTORIA","02","2023-02-08","00","","105","2023-02-08","6203100","6810202","RUA","ALFERES JOSE PEDRO DE BRITO","100","APT   902                 EDIF  MARILIA","FAROLANDIA","49032010","SE","3105","79","81154285","","","","","ARQ.DAVID.DORIA@OUTLOOK.COM","",NULL
"49795138","0001","13","1","CMDEV","02","2023-03-03","00","","105","2023-03-03","6202300","6201501,6203100,6204000,6209100,6311900,6319400,8211300,8599603,9511800","RUA","PERNAMBUCO","1334","","SIQUEIRA CAMPOS","49075460","SE","3105","79","98116049","0000","00000000","","","ME@CLAUDSONMARTINS.COM","",NULL
"50392302","0001","20","1","DANTAS TECNOLOGIA","02","2023-04-20","00","","","2023-04-20","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","TRAVESSA","FREI PAULO","56","","SAO JOSE","49015240","SE","3105","79","99561966","","","","","RENOIRR2@GMAIL.COM","",NULL
"45573054","0001","84","1","","02","2022-03-09","00","","","2022-03-09","6204000","6201501,6202300,6203100,6209100,6311900,9511800","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","98425797","","","","","PABLOKAWAN@ICLOUD.COM","",NULL
"46347778","0001","72","1","LIPE SEID MIDIAS","02","2022-05-11","00","","","2022-05-11","7319002","4751201,4789008,5911102,5920100,6022501,6203100,6204000,6311900,6319400,6391700,7311400,7312200,7319003,7319004,7319099,7320300,7420001,7420004,7490104,7490105,8230001,8599603,8599604,8599699,9001902","RUA","PROPRIA","413","","CENTRO","49010020","SE","3105","79","81073543","","","","","LIP3SEID5@GMAIL.COM","",NULL
"53107706","0001","13","1","VAMO","02","2023-12-05","00","","105","2023-12-05","7490104","6202300,6203100,6311900,6319400","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","0000","00000000","","","VAMOMOBILITY@GMAIL.COM","",NULL
"53388130","0001","00","1","HET TECNOLOGIA","02","2024-01-05","00","","105","2024-01-05","6201501","6202300,6203100,6209100,6319400,8599604","RUA","SAO JUDAS TADEU","285","","PEREIRA LOBO","49050710","SE","3105","79","88293815","0000","00000000","","","RALMS@OUTLOOK.COM","",NULL
"54291650","0001","62","1","","02","2024-03-12","00","","105","2024-03-12","6201501","5819100,6202300,6203100,6209100,6311900,6319400,7319099","AVENIDA","ADELIA FRANCO","3720","APT   601                 EDIF  NAPOLES             COND  M MEDITERRANEO","INACIO BARBOSA","49040020","SE","3105","79","32262910","0000","00000000","","","EMILIARIZZINI604@GMAIL.COM","",NULL
"54752499","0001","12","1","FENRIR TECH","02","2024-04-16","00","","105","2024-04-16","6202300","6201501,6201502,6203100,6204000,6311900,6319400,8599603,9511800","RUA","J LOT. ESTRELA DO ORIENTE","115","","BUGIO","49090129","SE","3105","79","96521677","0000","00000000","","","FENRIRDEVELOPMENT@GMAIL.COM","",NULL
"57201183","0001","20","1","FLARE SOLUCOES EMPRESARIAIS E INVESTIMENTOS","02","2024-09-09","00","","105","2024-09-09","7020400","3329501,4330499,4399101,4399103,4399199,4647801,4649404,4742300,4743100,4751201,4753900,4759899,4761001,4761003,4789007,6203100,7112000,9529105","AVENIDA","DOUTOR JOSE MACHADO DE SOUZA","120","SALA  502                 COND  HORIZ JARD OFFIC   H","JARDINS","49025740","SE","3105","71","38389530","0000","00000000","","","CONTATO@PERSIGA.COM.BR","",NULL
"58174388","0001","27","1","","02","2024-11-21","00","","","2024-11-21","6202300","6204000,6201501,6203100,7319002,6209100","RUA","PALMIRA RAMOS TELES","1600","","LUZIA","49045706","SE","3105","79","99198695","79","81054320","","","CODEPACCE@GMAIL.COM","",NULL
"58491063","0001","78","1","ATENDE +","02","2024-12-17","00","","105","2024-12-17","6203100","6201501,6204000,6209100,6311900,6319400,8220200","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","81073107","0000","00000000","","","YOCHI.ANDRE@GMAIL.COM","",NULL
"60248544","0001","07","1","ORCAPRO I ORCAMENTOS INTELIGENTES","02","2025-04-04","00","","105","2025-04-04","6203100","6201501,6202300,6204000,6209100,6311900,8599604","AVENIDA","DOUTOR JOSE MACHADO DE SOUZA","120","SALA  621                 COND  H JARD OFFICES","JARDINS","49025740","SE","3105","79","99390456","0000","00000000","","","CONTATO.ORCAPRO@GMAIL.COM","",NULL
"60523722","0001","52","1","ES SOLUTION","02","2025-04-24","00","","105","2025-04-24","6202300","6201501,6203100,6204000,6209100,6319400,9511800","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","0000","00000000","","","S.ELISEU@PROTON.ME","",NULL
"60798655","0001","89","1","MS.DEV - SOLUCOES EM TECNOLOGIA","02","2025-05-13","00","","105","2025-05-13","6203100","6201501,6202300,6204000,8599604","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","83","96617860","0000","00000000","","","MAXSTS.DEV@GMAIL.COM","",NULL
"63325332","0001","66","1","EXCIPLEX TRADING TOOLS","02","2025-10-23","00","","105","2025-10-23","6203100","6201501,6319400","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","71","92402139","0000","00000000","","","TRADINGBOTS.INFO@GMAIL.COM","",NULL
"63603728","0001","28","1","","02","2025-11-10","00","","","2025-11-10","6203100","8550302","AVENIDA","CECILIA MEIRELES","288","CASA B","INACIO BARBOSA","49040110","SE","3105","75","81885366","","","","","DYANE.REIS92@GMAIL.COM","",NULL
"06017067","0001","15","1","SELECT TECHNOLOGY","02",NULL,"00","","","2003-12-03","4713002","4530703,4647801,4649401,4649402,4649404,4649499,4651601,4651602,4652400,4665600,4669999,4673700,4713004,4751201,4752100,4753900,4754701,4756300,4757100,4761003,6190699,6201501,6203100,6209100,7733100,7739099,8020001,9511800,9529199,4742300","AVENIDA","HERMES FONTES","2150","","LUZIA","49045760","SE","3105","79","30217903","","","79","32416394","EDUARDO@HITECHINFORMATICA.COM.BR","",NULL
"06017224","0001","92","1","CFT CONSULTORIA","02",NULL,"00","","","2003-10-14","7020400","8550302,8599604,6203100","RUA","OLIMPIO DE SOUZA CAMPOS JUNIOR","435","","INACIO BARBOSA","49040840","SE","3105","79","91633781","79","32461793","79","32461793","THIAGO.A.S.CARVALHO@GMAIL.COM","",NULL
"04737611","0001","78","1","","02","2022-03-28","00","","","2001-10-29","6202300","4618499,6201501,6203100,6204000,6209100,8219901,8219999,8230001,8599604,9511800","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","88110787","","","79","2146454","CONTATOBITINVESTIDORA@GMAIL.COM","",NULL
"11425289","0001","07","1","ULTRAFIBRA","02","2024-04-29","00","","","2009-12-22","6110803","4221904,4221905,4322302,4751201,6110801,6110899,6141800,6143400,6190602,6190699,6203100,6209100,6311900,6319400,7733100,7739099,8219999,9511800","RUA","VER JOAO MENEZES OLIVEIRA","91","","INDUSTRIAL","49066450","SE","3105","79","99613659","","","","","","",NULL
"12393819","0001","45","1","SUM EASY","02","2010-08-17","00","","","2010-08-17","6202300","6201501,6203100,6204000,6209100,6311900,8599604","RUA","MARUIM","504","","CENTRO","49010160","SE","3105","79","91361081","","","","","PROCONTABIL.SE@GMAIL.COM","",NULL
"14568403","0001","46","1","LUKY COMUNICACAO, MARKETING E PUBLICIDADE","02","2011-10-26","00","","","2011-10-26","7311400","1811302,1821100,4618401,4618403,4619200,4647802,4761001,4761002,5229099,5320201,5320202,5811500,5812301,5812302,5813100,5821200,5822101,6203100,6209100,6311900,6319400,6822600,7312200,7319002,7319003,7319004,7320300,7420002,7911200,7912100,7990200,8291100,8299799,9002701","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","99116449","79","99414603","","","KIRIAFREITAS2012@GMAIL.COM","",NULL
"15162119","0001","38","1","INNOVAX IT","02","2012-03-07","00","","","2012-03-07","6204000","6203100,6201501,6311900,6202300,6209100,4751201,4752100,7733100","AVENIDA","RIO BRANCO, EDIFICIO OVIEDO TEIXEIRA , SALA 510.","186","","CENTRO","49018900","SE","3105","79","81027445","","","","","ADLER@INNOVAXIT.COM.BR","",NULL
"15174411","0001","70","1","AVONALE","02","2012-03-07","00","","","2012-03-07","6201501","6202300,6203100,6204000,6209100,6311900,6319400,6622300,7020400,7319002,7490104,8211300,8299799","RUA","LEOPOLDO MESQUITA","125","","GRAGERU","49025380","SE","3105","79","30258920","","","","","FINANCEIRO@AVONALE.COM.BR","",NULL
"15766175","0001","81","1","DISMOBILE","02","2012-06-22","00","","","2012-06-22","4649404","3329501,4615000,4619200,4645101,4647801,4664800,4742300,4743100,4751201,4752100,4753900,4756300,4759899,4761001,4761003,4763601,4773300,4789007,5811500,6203100,6204000,6209100,7733100,9529105","AVENIDA","PAULO VI","349","","INACIO BARBOSA","49040460","SE","3105","79","30110080","","","79","88533084","DISMOBILE.GESTOR@GMAIL.COM","",NULL
"17563207","0001","77","1","UPDATE SOLUCOES EM TI","02","2013-02-11","00","","","2013-02-11","6209100","4651601,6201501,6202300,6203100,6311900,6319400,6399200,9511800","AVENIDA","MARIO JORGE MENEZES VIEIRA","3028","SALA  609                 EDIF  EMPRESARIAL NEXUS","COROA DO MEIO","49035100","SE","3105","79","91315684","","","","","ALEXANDRE.FARIAS@UPDATESOLUCOES.COM.BR","",NULL
"13590334","0001","04","1","IDEASTEK","02","2011-04-20","00","","","2011-04-20","6204000","6201501,6202300,6203100,6209100,6190601,6110803,6190602,7319004,7490104,4619200,6319400","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","96886436","","","79","32179661","CEMPRECONTABILIDADE@HOTMAIL.COM","",NULL
"20050491","0001","92","1","CEC ADMINISTRACAO E SERVICOS","02","2014-04-09","00","","","2014-04-09","6319400","1830003,4751201,5250804,5320202,6202300,6203100,6204000,6209100,6630400,8230001,8291100","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","91044040","","","","","SILVESTRE.BRUCE@GMAIL.COM","",NULL
"12051657","0001","67","1","W E T CONTABILIDADE","02","2010-06-07","00","","","2010-06-07","6920601","6201501,6202300,6203100,6209100,8211300,8219999","RUA","JACINTO UCHOA DE MENDONCA","69","","GRAGERU","49026160","SE","3105","79","32462911","","","","","THIAGO@WETCONTABILIDADE.COM.BR","",NULL
"15189267","0001","46","1","VOXI POPI","02","2023-08-21","00","","","2012-03-13","6201501","3329599,6202300,6203100,6204000,6209100,8020001,8020002,8599604,9511800,9512600,9521500","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","81286440","","","","","PIERRE.CAVALCANTE85@GMAIL.COM","",NULL
"13944926","0001","87","1","SAIBEL BRASIL","02","2011-07-08","00","","","2011-07-08","6920601","6201501,6202300,6203100,6209100,6319400,8211300","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","99279498","","","","","ERIVELTOSAIBEL@YAHOO.COM.BR","",NULL
"18709086","0001","91","1","BADALANDO PROMOCOES E SOLUCOES CRIATIVAS","02","2013-08-19","00","","","2013-08-19","8230001","1830001,1830002,5811500,5813100,5911101,5911102,5911199,5912001,5912002,5912099,5913800,5914600,5920100,6010100,6021700,6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,6391700,7020400,7311400,7312200,7319001,7319002,7319003,7319004,7319099,7410299,7420001,7420002,7420004,7420005,7490101,7490105,7490199,7721700,7723300,7729201,7729202,7733100,7739003,7739099,7810800,7911200,7912100,8211300,8219999,8592999,8599604,8599699,9001901,9001902,9001903,9001904,9001905,9001906,9001999,9003500","RUA","JOAO ROCHA SOBRINHO","352","SALA  02","PEREIRA LOBO","49050420","SE","3105","79","99491545","","","","","FINANCEIRO@BADALANDO.COM.BR","",NULL
"27752457","0001","09","1","BARUK SOFT","02","2017-05-17","00","","","2017-05-17","6201501","6202300,6203100,6201502","AVENIDA","PEDRO CALAZANS","506","","GETULIO VARGAS","49055520","SE","3105","79","32119405","79","30210309","","","CONTAUDITE@CONTAUDITE.COM.BR","",NULL
"25992500","0001","88","1","IBASP","02","2022-04-28","00","","","2016-07-18","9430800","4120400,5811500,5812301,5813100,6201501,6202300,6203100,6204000,6209100,6311900,6319400,6911702,7220700,7320300,7490104,7490199,8230001,8550302,8599604,8630502,8630503,8660700,8690999,9493600,9499500","RUA","PROPRIA","413","","CENTRO","49010020","SE","3105","79","32143459","79","98624406","79","32143459","JEA@JEAASSESSORIACONTABIL.COM.BR","",NULL
"09461647","0013","29","2","SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A","02","2018-01-26","00","","","2018-01-26","6209100","6202300,6203100,6319400","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","62","34120263","62","92127484","","","ADRIANA.SILVA@SOLUTI.COM.BR","",NULL
"30846630","0001","42","1","GROW UP ENGENHARIA ORGANIZACIONAL","02","2018-07-04","00","","","2018-07-04","7112000","6201501,6202300,6203100,6204000,7020400,7490199,8599604","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","99772468","","","","","SOUZAM99@GMAIL.COM","",NULL
"33438241","0001","76","1","SWORDFISH INOVACOES TECNOLOGICAS","02","2019-04-24","00","","","2019-04-24","6201501","6201502,6202300,6203100,6204000,6209100","AVENIDA","PEDRO PAES DE AZEVEDO","488","SALA  02","SALGADO FILHO","49020450","SE","3105","79","91612504","","","","","ENGSAULOCABRAL@GMAIL.COM","",NULL
"41069186","0001","12","1","FACF IT CONSULTING","02","2021-03-03","00","","","2021-03-03","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","RUA","WILSON BARBOSA DE MELO","23","PAVMTOTERREO","ATALAIA","49037590","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"41264216","0001","41","1","RCS CONSULTING","02","2021-03-18","00","","","2021-03-18","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8211300,8219999,8599603","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"41428312","0001","88","1","DANIEL TARRAGO","02","2021-04-01","00","","","2021-04-01","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"38153470","0001","68","1","ARGOS - ARTIFICIAL INTELLIGENCE EIRELI","02","2020-08-19","00","","","2020-08-19","6201501","5819100,6202300,6203100,6204000,7319002,7319003","RUA","BOQUIM","448","","CENTRO","49010280","SE","3105","79","99777701","","","","","RRBARBOS@HOTMAIL.COM","",NULL
"42278948","0001","53","1","","02","2021-06-10","00","","","2021-06-10","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","RUA","PERMINIO DE SOUZA","547","","CIRURGIA","49055530","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"42443938","0001","26","1","GOUVEIA E GIOVENARDI TECNOLOGIA","02","2021-06-23","00","","","2021-06-23","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"43142882","0001","32","1","SWALL MARKET MINE MERCADO","02","2021-08-16","00","","","2021-08-16","4789099","4712100,4723700,4729601,4729699,4751201,4755502,4772500,6203100,7319002,7490104,7739099,7740300,8211300","RUA","POETA CARLOS DRUMOND DE ANDRADE","05","SALA  02 /                CONJ  ORLANDO DANTAS","SAO CONRADO","49042360","SE","3105","79","99651971","","","","","DANIEL.SOUZA.CONTABEIS@GMAIL.COM","",NULL
"43258957","0001","45","1","VIVAIS","02","2021-08-24","00","","","2021-08-24","6209100","4619200,6201501,6201502,6202300,6203100,6311900,6319400,8599603","RUA","DQ DE CAXIAS","378","","SAO JOSE","49015320","SE","3105","79","99717808","","","","","GABRIEL.NILO.SURF@GMAIL.COM","",NULL
"37489251","0001","91","1","BECCA GESTAO & NEGOCIOS","02","2020-06-22","00","","","2020-06-22","4120400","3313999,3321000,4212000,4213800,4221903,4222701,4299501,4311801,4313400,4322301,4322302,4330404,4399102,5320201,6201501,6202300,6203100,6209100,6319400,6810201,6821801,6821802,6822600,7020400,7112000,7319002,7319003,7319004,7711000,7739099,7810800,8020001,8121400,8129000,8130300,8211300,8219999,8220200,8230001,8599604,9521500","RUA","DR JOSE ROBERTO RIBEIRO","70","","GRAGERU","49027090","SE","3105","79","99270065","","","","","BECCAFACILITIES@GMAIL.COM","",NULL
